ut,mission,design,trajectory,body,body_mu,body_radius,mass,thrust,available_thrust,isp,altitude,speed,g_force,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,apoapsis_altitude,periapsis_altitude,semi_major_axis,stage
8057.12359375559,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,237955.3782084504,2095.749783583527,0.0004874367732554674,-721899.050440617,-1416.747096629758,425392.58674735925,-1866.7847628512745,-3.484701611165401,952.7279498846781,1148047.5980679998,-598397.4353110092,874825.0813784953,0
8057.6835937556025,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,239084.2763862738,2093.0424549068657,0.0004848418466281146,-722943.7709945105,-1418.6971971814828,425925.7143648126,-1864.361264640079,-3.479945596124655,951.2999962844808,1148047.5980303881,-598397.4353111456,874825.0813596213,0
8058.203593755614,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,240169.98633091978,2090.442269076271,0.0004823623166885227,-723912.6550253285,-1420.5056232216104,426420.0464204891,-1862.1168093797173,-3.4755412449674226,949.9777835188061,1148047.5980179054,-598397.4353111819,874825.0813533617,0
8058.723593755625,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,241254.34859894728,2087.848790139204,0.0004798952431883663,-724880.3734194611,-1422.311761981335,426913.6918595532,-1859.8780405417806,-3.4711483393073723,948.6591568763845,1148047.5980281306,-598397.4353112355,874825.0813584476,0
8059.2435937556365,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,242337.36665357684,2085.2619839306926,0.0004774539265781641,-725846.9291247112,-1424.1156193920167,427406.65254042484,-1857.644929434122,-3.4667668205753426,947.3440976234958,1148047.5980699244,-598397.4353111873,874825.0813793686,0
8059.763593755648,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,243419.04394441284,2082.6818164694578,0.00047503382666036487,-726812.3250771237,-1425.9172013625575,427898.93031442317,-1855.4174475101443,-3.462396630748472,946.0325871432929,1148047.5980462031,-598397.4353111122,874825.0813675455,0
8060.283593755659,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,244499.3839016112,2080.1082541156675,0.0004726271436084062,-727776.5641967295,-1427.7165137671636,428390.52702150267,-1853.195566511397,-3.4580377120914316,944.7246070034453,1148047.5980246735,-598397.4353111599,874825.0813567567,0
8060.803593755671,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,245578.3899380284,2077.5412634024956,0.00047024860396049917,-728739.6493887315,-1429.513562449962,428881.44449247513,-1850.9792583167032,-3.453690007371382,943.4201388812508,1148047.5979388834,-598397.4353116627,874825.0813136103,0
8061.323593755682,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,246656.06544970034,2074.980811237135,0.00046786267193965614,-729701.5835439191,-1431.3083532278752,429371.68454925145,-1848.7684951455433,-3.44935345974877,942.1191646072768,1148047.5979618917,-598397.4353115582,874825.0813251667,0
8061.823593755693,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,247691.04030030605,2072.5249734239446,0.00046559952897951007,-730625.437426338,-1433.0319896705316,429842.43207285146,-1846.6479647094673,-3.4451941715019156,940.8715058590221,1148047.597974066,-598397.435311512,874825.0813312769,0
